#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'SRR12991870.bam'
NC_045512.2	2162	2163	797.0
NC_045512.2	2163	2164	799.0
NC_045512.2	2164	2165	798.0
NC_045512.2	2165	2166	800.0
NC_045512.2	2166	2167	801.0
NC_045512.2	2167	2168	802.0
NC_045512.2	2168	2169	802.0
NC_045512.2	23136	23137	1156.0
NC_045512.2	23137	23138	1159.0
NC_045512.2	23138	23139	1165.0
NC_045512.2	23139	23140	1169.0
NC_045512.2	23140	23141	1169.0
NC_045512.2	23141	23142	1179.0
NC_045512.2	23142	23143	1182.0
NC_045512.2	23143	23144	1182.0
NC_045512.2	23144	23145	1184.0
NC_045512.2	23145	23146	1187.0
NC_045512.2	23146	23147	1186.0
NC_045512.2	23147	23148	1188.0
NC_045512.2	23148	23149	1191.0
NC_045512.2	23149	23150	1190.0
NC_045512.2	23150	23151	1191.0
NC_045512.2	23151	23152	1193.0
NC_045512.2	23152	23153	1193.0
NC_045512.2	23153	23154	1201.0
NC_045512.2	23154	23155	1199.0
NC_045512.2	23155	23156	1200.0
NC_045512.2	23156	23157	1200.0
NC_045512.2	23157	23158	1201.0
NC_045512.2	23158	23159	1202.0
NC_045512.2	23159	23160	1202.0
NC_045512.2	23160	23161	1207.0
NC_045512.2	23161	23162	1213.0
NC_045512.2	23162	23163	1215.0
NC_045512.2	23163	23164	1212.0
NC_045512.2	23164	23165	1216.0
NC_045512.2	23165	23166	1220.0
NC_045512.2	23166	23167	1224.0
NC_045512.2	23167	23168	1223.0
NC_045512.2	23168	23169	1222.0
NC_045512.2	23169	23170	1225.0
NC_045512.2	23170	23171	1224.0
NC_045512.2	23171	23172	1222.0
NC_045512.2	23172	23173	1221.0
NC_045512.2	23173	23174	1223.0
NC_045512.2	23174	23175	1224.0
NC_045512.2	23175	23176	1221.0
NC_045512.2	23176	23177	1225.0
NC_045512.2	23177	23178	1224.0
NC_045512.2	23178	23179	1229.0
NC_045512.2	23179	23180	1228.0
NC_045512.2	23180	23181	1230.0
NC_045512.2	23181	23182	1233.0
NC_045512.2	23182	23183	1230.0
NC_045512.2	23183	23184	1228.0
NC_045512.2	23184	23185	1226.0
NC_045512.2	23185	23186	1224.0
NC_045512.2	23186	23187	1221.0
NC_045512.2	23187	23188	1223.0
NC_045512.2	23188	23189	1215.0
NC_045512.2	23189	23190	1217.0
NC_045512.2	23190	23191	1224.0
NC_045512.2	23191	23192	1222.0
NC_045512.2	23192	23193	1223.0
NC_045512.2	23193	23194	1221.0
NC_045512.2	23194	23195	1220.0
NC_045512.2	23195	23196	1220.0
NC_045512.2	23196	23197	1216.0
NC_045512.2	23197	23198	1216.0
NC_045512.2	23198	23199	1215.0
NC_045512.2	23199	23200	1213.0
NC_045512.2	23200	23201	1215.0
NC_045512.2	23201	23202	1220.0
NC_045512.2	23202	23203	1219.0
NC_045512.2	23203	23204	1220.0
NC_045512.2	23204	23205	1221.0
NC_045512.2	23205	23206	1223.0
NC_045512.2	23206	23207	1218.0
NC_045512.2	23207	23208	1217.0
NC_045512.2	23208	23209	1215.0
NC_045512.2	23209	23210	1214.0
NC_045512.2	23210	23211	1216.0
NC_045512.2	23211	23212	1208.0
NC_045512.2	23212	23213	1209.0
NC_045512.2	23213	23214	1205.0
NC_045512.2	23214	23215	1208.0
NC_045512.2	23215	23216	1204.0
NC_045512.2	23216	23217	1198.0
NC_045512.2	23217	23218	1193.0
NC_045512.2	23218	23219	1188.0
NC_045512.2	23219	23220	1189.0
NC_045512.2	23220	23221	1183.0
NC_045512.2	23221	23222	1180.0
NC_045512.2	23222	23223	1177.0
NC_045512.2	23223	23224	1179.0
NC_045512.2	23224	23225	1173.0
NC_045512.2	23225	23226	1171.0
NC_045512.2	23226	23227	1163.0
NC_045512.2	23227	23228	1161.0
NC_045512.2	23228	23229	1162.0
NC_045512.2	23229	23230	1158.0
NC_045512.2	23230	23231	1157.0
NC_045512.2	23231	23232	1161.0
NC_045512.2	23232	23233	1162.0
NC_045512.2	23233	23234	1161.0
NC_045512.2	23234	23235	1159.0
NC_045512.2	23235	23236	1158.0
NC_045512.2	23236	23237	1155.0
NC_045512.2	23237	23238	1157.0
NC_045512.2	23238	23239	1154.0
NC_045512.2	23239	23240	1154.0
NC_045512.2	23240	23241	1149.0
NC_045512.2	23241	23242	1155.0
NC_045512.2	23242	23243	1154.0
NC_045512.2	23243	23244	1152.0
NC_045512.2	23244	23245	1141.0
NC_045512.2	23245	23246	1141.0
NC_045512.2	23246	23247	1144.0
NC_045512.2	23247	23248	1138.0
NC_045512.2	23248	23249	1136.0
NC_045512.2	23249	23250	1128.0
NC_045512.2	23250	23251	1127.0
NC_045512.2	23251	23252	1128.0
NC_045512.2	23252	23253	1130.0
NC_045512.2	23253	23254	1125.0
NC_045512.2	23254	23255	1123.0
NC_045512.2	23255	23256	1123.0
NC_045512.2	23256	23257	1122.0
NC_045512.2	23257	23258	1119.0
NC_045512.2	23258	23259	1111.0
NC_045512.2	23259	23260	1099.0
NC_045512.2	23260	23261	998.0
NC_045512.2	23261	23262	976.0
NC_045512.2	23262	23263	766.0
NC_045512.2	23263	23264	756.0
NC_045512.2	23264	23265	640.0
NC_045512.2	23265	23266	604.0
NC_045512.2	23266	23267	607.0
NC_045512.2	23267	23268	605.0
NC_045512.2	23268	23269	630.0
NC_045512.2	23269	23270	672.0
NC_045512.2	23270	23271	679.0
NC_045512.2	23271	23272	679.0
NC_045512.2	23272	23273	700.0
NC_045512.2	23273	23274	697.0
NC_045512.2	23274	23275	697.0
NC_045512.2	23275	23276	686.0
NC_045512.2	23276	23277	688.0
NC_045512.2	23277	23278	684.0
NC_045512.2	23278	23279	686.0
NC_045512.2	23279	23280	689.0
NC_045512.2	23280	23281	687.0
NC_045512.2	23281	23282	692.0
NC_045512.2	23282	23283	694.0
NC_045512.2	23283	23284	696.0
NC_045512.2	23284	23285	700.0
NC_045512.2	23285	23286	696.0
NC_045512.2	23286	23287	688.0
NC_045512.2	23287	23288	692.0
NC_045512.2	23288	23289	692.0
NC_045512.2	23289	23290	694.0
NC_045512.2	23290	23291	692.0
NC_045512.2	23291	23292	688.0
NC_045512.2	23292	23293	686.0
NC_045512.2	23293	23294	691.0
NC_045512.2	23294	23295	687.0
NC_045512.2	23295	23296	685.0
NC_045512.2	23296	23297	681.0
NC_045512.2	23297	23298	681.0
NC_045512.2	23298	23299	683.0
NC_045512.2	23299	23300	685.0
NC_045512.2	23300	23301	685.0
NC_045512.2	23301	23302	683.0
NC_045512.2	23302	23303	669.0
NC_045512.2	23303	23304	667.0
NC_045512.2	23304	23305	667.0
NC_045512.2	23305	23306	666.0
NC_045512.2	23306	23307	666.0
NC_045512.2	23307	23308	670.0
NC_045512.2	23308	23309	673.0
NC_045512.2	23309	23310	673.0
NC_045512.2	23310	23311	677.0
NC_045512.2	23311	23312	675.0
NC_045512.2	23312	23313	681.0
NC_045512.2	23313	23314	679.0
NC_045512.2	23314	23315	681.0
NC_045512.2	23315	23316	681.0
NC_045512.2	23316	23317	683.0
NC_045512.2	23317	23318	677.0
NC_045512.2	23318	23319	673.0
NC_045512.2	23319	23320	677.0
NC_045512.2	23320	23321	667.0
NC_045512.2	23321	23322	664.0
NC_045512.2	23322	23323	662.0
NC_045512.2	23323	23324	663.0
NC_045512.2	23324	23325	664.0
NC_045512.2	23325	23326	660.0
NC_045512.2	23326	23327	662.0
NC_045512.2	23327	23328	662.0
NC_045512.2	23328	23329	660.0
NC_045512.2	23329	23330	660.0
NC_045512.2	23330	23331	664.0
NC_045512.2	23331	23332	664.0
NC_045512.2	23332	23333	664.0
NC_045512.2	23333	23334	670.0
NC_045512.2	23334	23335	672.0
NC_045512.2	23335	23336	674.0
NC_045512.2	23336	23337	676.0
NC_045512.2	23337	23338	678.0
NC_045512.2	23338	23339	681.0
NC_045512.2	23339	23340	677.0
NC_045512.2	23340	23341	677.0
NC_045512.2	23341	23342	682.0
NC_045512.2	23342	23343	678.0
NC_045512.2	23343	23344	678.0
NC_045512.2	23344	23345	684.0
NC_045512.2	23345	23346	688.0
NC_045512.2	23346	23347	694.0
NC_045512.2	23347	23348	691.0
NC_045512.2	23348	23349	692.0
NC_045512.2	23349	23350	690.0
NC_045512.2	23350	23351	698.0
NC_045512.2	23351	23352	692.0
NC_045512.2	23352	23353	690.0
NC_045512.2	23353	23354	689.0
NC_045512.2	23354	23355	685.0
NC_045512.2	23355	23356	684.0
NC_045512.2	23356	23357	686.0
NC_045512.2	23357	23358	692.0
NC_045512.2	23358	23359	689.0
NC_045512.2	23359	23360	693.0
NC_045512.2	23360	23361	695.0
NC_045512.2	23361	23362	695.0
NC_045512.2	23362	23363	705.0
NC_045512.2	23363	23364	703.0
NC_045512.2	23364	23365	707.0
NC_045512.2	23365	23366	707.0
NC_045512.2	23366	23367	709.0
NC_045512.2	23367	23368	708.0
NC_045512.2	23368	23369	708.0
NC_045512.2	23369	23370	704.0
NC_045512.2	23370	23371	702.0
NC_045512.2	23371	23372	693.0
NC_045512.2	23372	23373	697.0
NC_045512.2	23373	23374	688.0
NC_045512.2	23374	23375	656.0
NC_045512.2	23375	23376	626.0
NC_045512.2	23376	23377	608.0
NC_045512.2	22654	22655	62.0
NC_045512.2	22655	22656	62.0
NC_045512.2	22656	22657	62.0
NC_045512.2	22657	22658	62.0
NC_045512.2	22658	22659	62.0
NC_045512.2	22659	22660	62.0
NC_045512.2	22660	22661	62.0
NC_045512.2	22661	22662	62.0
NC_045512.2	22662	22663	62.0
NC_045512.2	22663	22664	62.0
NC_045512.2	22664	22665	60.0
NC_045512.2	22665	22666	60.0
NC_045512.2	22666	22667	60.0
NC_045512.2	22667	22668	58.0
NC_045512.2	22668	22669	58.0
NC_045512.2	22669	22670	58.0
NC_045512.2	22670	22671	60.0
NC_045512.2	22671	22672	60.0
NC_045512.2	22672	22673	60.0
NC_045512.2	22673	22674	60.0
NC_045512.2	22674	22675	58.0
NC_045512.2	22675	22676	56.0
NC_045512.2	22676	22677	56.0
NC_045512.2	22677	22678	54.0
NC_045512.2	22678	22679	54.0
NC_045512.2	22679	22680	54.0
NC_045512.2	22680	22681	54.0
NC_045512.2	22681	22682	54.0
NC_045512.2	22682	22683	54.0
NC_045512.2	22683	22684	55.0
NC_045512.2	22684	22685	55.0
NC_045512.2	22685	22686	55.0
NC_045512.2	22686	22687	57.0
NC_045512.2	22687	22688	57.0
NC_045512.2	22688	22689	59.0
NC_045512.2	22689	22690	59.0
NC_045512.2	22690	22691	59.0
NC_045512.2	22691	22692	59.0
NC_045512.2	22692	22693	59.0
NC_045512.2	22693	22694	59.0
NC_045512.2	22694	22695	59.0
NC_045512.2	22695	22696	63.0
NC_045512.2	22696	22697	63.0
NC_045512.2	22697	22698	63.0
NC_045512.2	22698	22699	63.0
NC_045512.2	22699	22700	63.0
NC_045512.2	22700	22701	63.0
NC_045512.2	22701	22702	63.0
NC_045512.2	22702	22703	61.0
NC_045512.2	22703	22704	63.0
NC_045512.2	22704	22705	63.0
NC_045512.2	22705	22706	65.0
NC_045512.2	22706	22707	65.0
NC_045512.2	22707	22708	65.0
NC_045512.2	22708	22709	65.0
NC_045512.2	22709	22710	65.0
NC_045512.2	22710	22711	65.0
NC_045512.2	22711	22712	65.0
NC_045512.2	22712	22713	65.0
NC_045512.2	22713	22714	67.0
NC_045512.2	22714	22715	67.0
NC_045512.2	22715	22716	65.0
NC_045512.2	22716	22717	65.0
NC_045512.2	22717	22718	65.0
NC_045512.2	22718	22719	65.0
NC_045512.2	22719	22720	63.0
NC_045512.2	22720	22721	63.0
NC_045512.2	22721	22722	63.0
NC_045512.2	22722	22723	63.0
NC_045512.2	22723	22724	65.0
NC_045512.2	22724	22725	65.0
NC_045512.2	22725	22726	65.0
NC_045512.2	22726	22727	65.0
NC_045512.2	22727	22728	65.0
NC_045512.2	22728	22729	65.0
NC_045512.2	22729	22730	65.0
NC_045512.2	22730	22731	65.0
NC_045512.2	22731	22732	65.0
NC_045512.2	22732	22733	65.0
NC_045512.2	22733	22734	65.0
NC_045512.2	22734	22735	65.0
NC_045512.2	22735	22736	65.0
NC_045512.2	22736	22737	65.0
NC_045512.2	22737	22738	65.0
NC_045512.2	22738	22739	63.0
NC_045512.2	22739	22740	63.0
NC_045512.2	22740	22741	63.0
NC_045512.2	22741	22742	63.0
NC_045512.2	22742	22743	63.0
NC_045512.2	22743	22744	63.0
NC_045512.2	22744	22745	63.0
NC_045512.2	22745	22746	65.0
NC_045512.2	22746	22747	65.0
NC_045512.2	22747	22748	65.0
NC_045512.2	22748	22749	65.0
NC_045512.2	22749	22750	65.0
NC_045512.2	22750	22751	65.0
NC_045512.2	22751	22752	65.0
NC_045512.2	22752	22753	65.0
NC_045512.2	22753	22754	65.0
NC_045512.2	22754	22755	65.0
NC_045512.2	22755	22756	65.0
NC_045512.2	22756	22757	65.0
NC_045512.2	22757	22758	65.0
NC_045512.2	22758	22759	65.0
NC_045512.2	22759	22760	65.0
NC_045512.2	22760	22761	67.0
NC_045512.2	22761	22762	67.0
NC_045512.2	22762	22763	67.0
NC_045512.2	22763	22764	67.0
NC_045512.2	22764	22765	69.0
NC_045512.2	22765	22766	69.0
NC_045512.2	22766	22767	69.0
NC_045512.2	22767	22768	68.0
NC_045512.2	22768	22769	62.0
NC_045512.2	22769	22770	62.0
NC_045512.2	22770	22771	60.0
NC_045512.2	22771	22772	59.0
NC_045512.2	22772	22773	57.0
NC_045512.2	22773	22774	56.0
NC_045512.2	22774	22775	56.0
NC_045512.2	22775	22776	56.0
NC_045512.2	22776	22777	56.0
NC_045512.2	22777	22778	56.0
NC_045512.2	22778	22779	54.0
NC_045512.2	22779	22780	54.0
NC_045512.2	22780	22781	54.0
NC_045512.2	22781	22782	54.0
NC_045512.2	22782	22783	54.0
NC_045512.2	22783	22784	54.0
NC_045512.2	22784	22785	54.0
NC_045512.2	22785	22786	54.0
NC_045512.2	22786	22787	54.0
NC_045512.2	22787	22788	54.0
NC_045512.2	22788	22789	54.0
NC_045512.2	22789	22790	53.0
NC_045512.2	22790	22791	53.0
NC_045512.2	22791	22792	53.0
NC_045512.2	22792	22793	53.0
NC_045512.2	22793	22794	55.0
NC_045512.2	22794	22795	55.0
NC_045512.2	22795	22796	55.0
NC_045512.2	22796	22797	55.0
NC_045512.2	22797	22798	64.0
NC_045512.2	22798	22799	241.0
NC_045512.2	22799	22800	479.0
NC_045512.2	22800	22801	537.0
NC_045512.2	22801	22802	559.0
NC_045512.2	22802	22803	592.0
NC_045512.2	22803	22804	593.0
NC_045512.2	22804	22805	598.0
NC_045512.2	22805	22806	600.0
NC_045512.2	22806	22807	606.0
NC_045512.2	22807	22808	608.0
NC_045512.2	22808	22809	612.0
NC_045512.2	22809	22810	613.0
NC_045512.2	22810	22811	614.0
NC_045512.2	22811	22812	613.0
NC_045512.2	22812	22813	614.0
NC_045512.2	22813	22814	614.0
NC_045512.2	22814	22815	616.0
NC_045512.2	22815	22816	620.0
NC_045512.2	22816	22817	621.0
NC_045512.2	22817	22818	622.0
NC_045512.2	22818	22819	622.0
NC_045512.2	22819	22820	625.0
NC_045512.2	22820	22821	626.0
NC_045512.2	22821	22822	627.0
NC_045512.2	22822	22823	626.0
NC_045512.2	22823	22824	628.0
NC_045512.2	22824	22825	627.0
NC_045512.2	22825	22826	630.0
NC_045512.2	22826	22827	631.0
NC_045512.2	22827	22828	632.0
NC_045512.2	22828	22829	632.0
NC_045512.2	22829	22830	632.0
NC_045512.2	22830	22831	632.0
NC_045512.2	22831	22832	634.0
NC_045512.2	22832	22833	635.0
NC_045512.2	22833	22834	637.0
NC_045512.2	22834	22835	637.0
NC_045512.2	22835	22836	637.0
NC_045512.2	22836	22837	638.0
NC_045512.2	22837	22838	638.0
NC_045512.2	22838	22839	638.0
NC_045512.2	22839	22840	639.0
NC_045512.2	22840	22841	641.0
NC_045512.2	22841	22842	642.0
NC_045512.2	22842	22843	642.0
NC_045512.2	22843	22844	641.0
NC_045512.2	22844	22845	646.0
NC_045512.2	22845	22846	646.0
NC_045512.2	22846	22847	646.0
NC_045512.2	22847	22848	647.0
NC_045512.2	22848	22849	646.0
NC_045512.2	22849	22850	650.0
NC_045512.2	22850	22851	652.0
NC_045512.2	22851	22852	652.0
NC_045512.2	22852	22853	655.0
NC_045512.2	22853	22854	651.0
NC_045512.2	22854	22855	651.0
NC_045512.2	22855	22856	653.0
NC_045512.2	22856	22857	656.0
NC_045512.2	22857	22858	656.0
NC_045512.2	22858	22859	653.0
NC_045512.2	22859	22860	653.0
NC_045512.2	22860	22861	653.0
NC_045512.2	22861	22862	658.0
NC_045512.2	22862	22863	658.0
NC_045512.2	22863	22864	661.0
NC_045512.2	22864	22865	661.0
NC_045512.2	22865	22866	659.0
NC_045512.2	22866	22867	661.0
NC_045512.2	22867	22868	664.0
NC_045512.2	22868	22869	667.0
NC_045512.2	22869	22870	669.0
NC_045512.2	22870	22871	667.0
NC_045512.2	22871	22872	667.0
NC_045512.2	22872	22873	666.0
NC_045512.2	22873	22874	664.0
NC_045512.2	22874	22875	665.0
NC_045512.2	22875	22876	664.0
NC_045512.2	22876	22877	665.0
NC_045512.2	22877	22878	664.0
NC_045512.2	22878	22879	664.0
NC_045512.2	22879	22880	660.0
NC_045512.2	22880	22881	660.0
NC_045512.2	22881	22882	660.0
NC_045512.2	22882	22883	658.0
NC_045512.2	22883	22884	654.0
NC_045512.2	22884	22885	655.0
NC_045512.2	22885	22886	656.0
NC_045512.2	22886	22887	653.0
NC_045512.2	22887	22888	653.0
NC_045512.2	22888	22889	655.0
NC_045512.2	22889	22890	655.0
NC_045512.2	22890	22891	657.0
NC_045512.2	22891	22892	657.0
NC_045512.2	22892	22893	659.0
NC_045512.2	22893	22894	662.0
NC_045512.2	22894	22895	660.0
NC_045512.2	2410	2411	1.0
NC_045512.2	2411	2412	1.0
NC_045512.2	2412	2413	1.0
NC_045512.2	2413	2414	1.0
NC_045512.2	2414	2415	1.0
NC_045512.2	2415	2416	1.0
NC_045512.2	2416	2417	1.0
NC_045512.2	2417	2418	1.0
NC_045512.2	2418	2419	1.0
NC_045512.2	2419	2420	1.0
NC_045512.2	2420	2421	1.0
NC_045512.2	2421	2422	1.0
NC_045512.2	2422	2423	1.0
NC_045512.2	2423	2424	1.0
NC_045512.2	2424	2425	1.0
NC_045512.2	2425	2426	1.0
NC_045512.2	2426	2427	1.0
NC_045512.2	2427	2428	1.0
NC_045512.2	2428	2429	1.0
NC_045512.2	2429	2430	1.0
NC_045512.2	2430	2431	1.0
NC_045512.2	2431	2432	1.0
NC_045512.2	2432	2433	1.0
NC_045512.2	2433	2434	1.0
NC_045512.2	2434	2435	0.0
NC_045512.2	2435	2436	0.0
NC_045512.2	2436	2437	0.0
NC_045512.2	2437	2438	0.0
NC_045512.2	2438	2439	0.0
NC_045512.2	2439	2440	0.0
NC_045512.2	2440	2441	0.0
NC_045512.2	2441	2442	0.0
NC_045512.2	2442	2443	0.0
NC_045512.2	2443	2444	0.0
NC_045512.2	2444	2445	0.0
NC_045512.2	2445	2446	0.0
NC_045512.2	2446	2447	0.0
NC_045512.2	2447	2448	0.0
NC_045512.2	2448	2449	0.0
NC_045512.2	2449	2450	0.0
NC_045512.2	2450	2451	0.0
NC_045512.2	2451	2452	0.0
NC_045512.2	2452	2453	0.0
NC_045512.2	2453	2454	0.0
NC_045512.2	2454	2455	0.0
NC_045512.2	2455	2456	0.0
NC_045512.2	2456	2457	0.0
NC_045512.2	2457	2458	0.0
NC_045512.2	2458	2459	0.0
NC_045512.2	2459	2460	0.0
NC_045512.2	2460	2461	0.0
NC_045512.2	2461	2462	0.0
NC_045512.2	2462	2463	0.0
NC_045512.2	2463	2464	0.0
NC_045512.2	2464	2465	0.0
NC_045512.2	2465	2466	0.0
NC_045512.2	2466	2467	0.0
NC_045512.2	2467	2468	0.0
NC_045512.2	2468	2469	1.0
NC_045512.2	2469	2470	1.0
NC_045512.2	2470	2471	1.0
NC_045512.2	2471	2472	1.0
NC_045512.2	2472	2473	1.0
NC_045512.2	2473	2474	1.0
NC_045512.2	2474	2475	1.0
NC_045512.2	2475	2476	1.0
NC_045512.2	2476	2477	1.0
NC_045512.2	2477	2478	1.0
NC_045512.2	2478	2479	1.0
NC_045512.2	2479	2480	1.0
NC_045512.2	2480	2481	1.0
NC_045512.2	2481	2482	1.0
NC_045512.2	2482	2483	1.0
NC_045512.2	2483	2484	1.0
NC_045512.2	2484	2485	1.0
NC_045512.2	2485	2486	1.0
NC_045512.2	2486	2487	1.0
NC_045512.2	2487	2488	1.0
NC_045512.2	2488	2489	1.0
NC_045512.2	2489	2490	1.0
NC_045512.2	2490	2491	1.0
NC_045512.2	2491	2492	1.0
NC_045512.2	2492	2493	1.0
NC_045512.2	2493	2494	2.0
NC_045512.2	2494	2495	2.0
NC_045512.2	2495	2496	2.0
NC_045512.2	2496	2497	2.0
NC_045512.2	2497	2498	2.0
NC_045512.2	2498	2499	2.0
NC_045512.2	2499	2500	2.0
NC_045512.2	2500	2501	2.0
NC_045512.2	2501	2502	2.0
NC_045512.2	2502	2503	2.0
NC_045512.2	2503	2504	2.0
NC_045512.2	2504	2505	2.0
NC_045512.2	2505	2506	3.0
NC_045512.2	2506	2507	3.0
NC_045512.2	2507	2508	4.0
NC_045512.2	2508	2509	6.0
NC_045512.2	2509	2510	6.0
NC_045512.2	2510	2511	10.0
NC_045512.2	2511	2512	12.0
NC_045512.2	2512	2513	12.0
NC_045512.2	2513	2514	14.0
NC_045512.2	2514	2515	14.0
NC_045512.2	2515	2516	14.0
NC_045512.2	2516	2517	14.0
NC_045512.2	2517	2518	14.0
NC_045512.2	2518	2519	14.0
NC_045512.2	2519	2520	15.0
NC_045512.2	2520	2521	15.0
NC_045512.2	2521	2522	15.0
NC_045512.2	2522	2523	15.0
NC_045512.2	2523	2524	15.0
NC_045512.2	2524	2525	15.0
NC_045512.2	2525	2526	15.0
NC_045512.2	2526	2527	15.0
NC_045512.2	2527	2528	15.0
NC_045512.2	2528	2529	15.0
NC_045512.2	2529	2530	15.0
NC_045512.2	2530	2531	15.0
NC_045512.2	2531	2532	15.0
NC_045512.2	2532	2533	15.0
NC_045512.2	2533	2534	15.0
NC_045512.2	2534	2535	15.0
NC_045512.2	2535	2536	15.0
NC_045512.2	2536	2537	15.0
NC_045512.2	2537	2538	15.0
NC_045512.2	2538	2539	15.0
NC_045512.2	2539	2540	15.0
NC_045512.2	2540	2541	15.0
NC_045512.2	2541	2542	15.0
NC_045512.2	2542	2543	15.0
NC_045512.2	2543	2544	15.0
NC_045512.2	2544	2545	15.0
NC_045512.2	2545	2546	15.0
NC_045512.2	2546	2547	15.0
NC_045512.2	2547	2548	15.0
NC_045512.2	2548	2549	15.0
NC_045512.2	2549	2550	15.0
NC_045512.2	2550	2551	15.0
NC_045512.2	2551	2552	15.0
NC_045512.2	2552	2553	15.0
NC_045512.2	2553	2554	15.0
NC_045512.2	2554	2555	15.0
NC_045512.2	2555	2556	15.0
NC_045512.2	2556	2557	15.0
NC_045512.2	2557	2558	13.0
NC_045512.2	2558	2559	13.0
NC_045512.2	2559	2560	13.0
NC_045512.2	2560	2561	13.0
NC_045512.2	2561	2562	13.0
NC_045512.2	2562	2563	13.0
NC_045512.2	2563	2564	13.0
NC_045512.2	2564	2565	13.0
NC_045512.2	2565	2566	13.0
NC_045512.2	2566	2567	13.0
NC_045512.2	2567	2568	13.0
NC_045512.2	2568	2569	13.0
NC_045512.2	2569	2570	13.0
NC_045512.2	2570	2571	13.0
NC_045512.2	2571	2572	13.0
NC_045512.2	2572	2573	13.0
NC_045512.2	2573	2574	13.0
NC_045512.2	2574	2575	13.0
NC_045512.2	2575	2576	13.0
NC_045512.2	2576	2577	13.0
NC_045512.2	2577	2578	13.0
NC_045512.2	2578	2579	13.0
NC_045512.2	2579	2580	13.0
NC_045512.2	2580	2581	13.0
NC_045512.2	2581	2582	13.0
NC_045512.2	2582	2583	13.0
NC_045512.2	2583	2584	13.0
NC_045512.2	2584	2585	13.0
NC_045512.2	2585	2586	13.0
NC_045512.2	2586	2587	13.0
NC_045512.2	2587	2588	14.0
NC_045512.2	2588	2589	15.0
NC_045512.2	2589	2590	15.0
NC_045512.2	2590	2591	15.0
NC_045512.2	2591	2592	13.0
NC_045512.2	2592	2593	13.0
NC_045512.2	2593	2594	13.0
NC_045512.2	2594	2595	13.0
NC_045512.2	2595	2596	13.0
NC_045512.2	2596	2597	13.0
NC_045512.2	2597	2598	13.0
NC_045512.2	2598	2599	13.0
NC_045512.2	2599	2600	11.0
NC_045512.2	2600	2601	11.0
NC_045512.2	2601	2602	11.0
NC_045512.2	2602	2603	11.0
NC_045512.2	2603	2604	11.0
NC_045512.2	2604	2605	11.0
NC_045512.2	2605	2606	11.0
NC_045512.2	2606	2607	11.0
NC_045512.2	2607	2608	11.0
NC_045512.2	2608	2609	11.0
NC_045512.2	2609	2610	11.0
NC_045512.2	2610	2611	11.0
NC_045512.2	2611	2612	11.0
NC_045512.2	2612	2613	11.0
NC_045512.2	2613	2614	11.0
NC_045512.2	2614	2615	11.0
NC_045512.2	2615	2616	11.0
NC_045512.2	2616	2617	11.0
NC_045512.2	2617	2618	11.0
NC_045512.2	2618	2619	11.0
NC_045512.2	2619	2620	11.0
NC_045512.2	2620	2621	11.0
NC_045512.2	2621	2622	11.0
NC_045512.2	2622	2623	11.0
NC_045512.2	2623	2624	11.0
NC_045512.2	2624	2625	12.0
NC_045512.2	2625	2626	12.0
NC_045512.2	2626	2627	12.0
NC_045512.2	2627	2628	12.0
NC_045512.2	2628	2629	12.0
NC_045512.2	2629	2630	12.0
NC_045512.2	2630	2631	12.0
NC_045512.2	2631	2632	12.0
NC_045512.2	2632	2633	12.0
NC_045512.2	2633	2634	12.0
NC_045512.2	2634	2635	12.0
NC_045512.2	2635	2636	12.0
NC_045512.2	2636	2637	12.0
NC_045512.2	2637	2638	12.0
NC_045512.2	2638	2639	12.0
NC_045512.2	2639	2640	12.0
NC_045512.2	2640	2641	12.0
NC_045512.2	2641	2642	12.0
NC_045512.2	2642	2643	12.0
NC_045512.2	2643	2644	12.0
NC_045512.2	2644	2645	12.0
NC_045512.2	2645	2646	13.0
NC_045512.2	2646	2647	13.0
NC_045512.2	2647	2648	13.0
NC_045512.2	2648	2649	14.0
NC_045512.2	2649	2650	15.0
NC_045512.2	2650	2651	17.0
NC_045512.2	13496	13497	713.0
NC_045512.2	13497	13498	708.0
NC_045512.2	13498	13499	712.0
NC_045512.2	13499	13500	709.0
NC_045512.2	13500	13501	707.0
NC_045512.2	13501	13502	703.0
NC_045512.2	13502	13503	705.0
NC_045512.2	13503	13504	701.0
NC_045512.2	13504	13505	705.0
NC_045512.2	13505	13506	699.0
NC_045512.2	13506	13507	693.0
NC_045512.2	13507	13508	691.0
NC_045512.2	13508	13509	689.0
NC_045512.2	13509	13510	687.0
NC_045512.2	13510	13511	687.0
NC_045512.2	13511	13512	685.0
NC_045512.2	13512	13513	687.0
NC_045512.2	13513	13514	685.0
NC_045512.2	13514	13515	685.0
NC_045512.2	13515	13516	679.0
NC_045512.2	13516	13517	681.0
NC_045512.2	13517	13518	677.0
NC_045512.2	13518	13519	675.0
NC_045512.2	13519	13520	681.0
NC_045512.2	13520	13521	681.0
NC_045512.2	13521	13522	677.0
NC_045512.2	13522	13523	679.0
NC_045512.2	13523	13524	677.0
NC_045512.2	13524	13525	677.0
NC_045512.2	13525	13526	677.0
NC_045512.2	13526	13527	675.0
NC_045512.2	13527	13528	679.0
NC_045512.2	13528	13529	679.0
NC_045512.2	13529	13530	679.0
NC_045512.2	13530	13531	675.0
NC_045512.2	13531	13532	669.0
NC_045512.2	13532	13533	671.0
NC_045512.2	13533	13534	667.0
